"state","State_name","Population","date","category","count","dataQualityGrade"
"MN","Minnesota ",5639632,2020-05-25,"posNeg",204059,"A"
"MO","Missouri *",6840439,2020-05-25,"posNeg",157385,"B"
"MS","Mississippi ",2976149,2020-05-25,"posNeg",143917,"A"
"NC","North Carolina ",10488084,2020-05-25,"posNeg",344690,"A"
"NH","New Hampshire *",1359711,2020-05-25,"posNeg",61386,"B"
"NJ","New Jersey ",8882190,2020-05-25,"posNeg",623797,"A+"
"NV","Nevada ",3080156,2020-05-25,"posNeg",114731,"A+"
"NY","New York ",19453561,2020-05-25,"posNeg",1739449,"A"
"OH","Ohio *",11689100,2020-05-25,"posNeg",330334,"B"
"OK","Oklahoma ",3956971,2020-05-25,"posNeg",161033,"A+"
"OR","Oregon ",4217737,2020-05-25,"posNeg",113858,"A+"
"PA","Pennsylvania ",12801989,2020-05-25,"posNeg",403114,"A+"
"PR","Puerto Rico *",2933408,2020-05-25,"posNeg",3260,"B"
"RI","Rhode Island ",1059361,2020-05-25,"posNeg",132701,"A+"
"SC","South Carolina ",5148714,2020-05-25,"posNeg",166020,"A"
"SD","South Dakota *",884659,2020-05-25,"posNeg",35283,"B"
"TN","Tennessee *",6829174,2020-05-25,"posNeg",396219,"B"
"TX","Texas *",28995881,2020-05-25,"posNeg",805654,"B"
"UT","Utah *",3205958,2020-05-25,"posNeg",196468,"B"
"VA","Virginia ",8535519,2020-05-25,"posNeg",258750,"A+"
"VT","Vermont *",623989,2020-05-25,"posNeg",29669,"B"
"WA","Washington *",7614893,2020-05-25,"posNeg",326593,"B"
"WI","Wisconsin ",5822434,2020-05-25,"posNeg",208963,"A+"
"WV","West Virginia *",1792147,2020-05-25,"posNeg",86325,"B"
"AK","Alaska ",731545,2020-05-24,"posNeg",43507,"A"
"AL","Alabama *",4903185,2020-05-24,"posNeg",185799,"B"
"AR","Arkansas ",3017804,2020-05-24,"posNeg",108581,"A"
"AZ","Arizona ",7278717,2020-05-24,"posNeg",183641,"A+"
"CA","California *",39512223,2020-05-24,"posNeg",1582745,"B"
"CO","Colorado ",5758736,2020-05-24,"posNeg",150051,"A"
"CT","Connecticut *",3565287,2020-05-24,"posNeg",214136,"B"
"DC","District of Columbia ",705749,2020-05-24,"posNeg",51991,"A+"
"DE","Delaware ",973764,2020-05-24,"posNeg",51870,"A"
"FL","Florida ",21477737,2020-05-24,"posNeg",871235,"A"
"GA","Georgia ",10617423,2020-05-24,"posNeg",481954,"A"
"GU","Guam *",167772,2020-05-24,"posNeg",5569,"B"
"IA","Iowa ",3155070,2020-05-24,"posNeg",127756,"A+"
"ID","Idaho ",1787065,2020-05-24,"posNeg",41406,"A"
"IL","Illinois ",16980127,2020-05-24,"posNeg",747921,"A"
"IN","Indiana ",6732219,2020-05-24,"posNeg",220801,"A+"
"KS","Kansas ",2913314,2020-05-24,"posNeg",76434,"A"
"KY","Kentucky ",4467673,2020-05-24,"posNeg",169856,"A"
"LA","Louisiana *",4648794,2020-05-24,"posNeg",316036,"B"
"MA","Massachusetts ",6892503,2020-05-24,"posNeg",532373,"A+"
"MD","Maryland *",6045680,2020-05-24,"posNeg",240362,"B"
"ME","Maine *",1344212,2020-05-24,"posNeg",37505,"B"
"MI","Michigan ",9986857,2020-05-24,"posNeg",451232,"A+"
"MN","Minnesota ",5639632,2020-05-24,"posNeg",197964,"A"
"MO","Missouri *",6840439,2020-05-24,"posNeg",151619,"B"
"MS","Mississippi ",2976149,2020-05-24,"posNeg",137902,"A"
"NC","North Carolina ",10488084,2020-05-24,"posNeg",336656,"A"
"NH","New Hampshire *",1359711,2020-05-24,"posNeg",59539,"B"
"NJ","New Jersey ",8882190,2020-05-24,"posNeg",603807,"A+"
"NV","Nevada ",3080156,2020-05-24,"posNeg",110281,"A+"
"NY","New York ",19453561,2020-05-24,"posNeg",1699826,"A"
"OH","Ohio *",11689100,2020-05-24,"posNeg",324553,"B"
"OK","Oklahoma ",3956971,2020-05-24,"posNeg",160980,"A+"
"OR","Oregon ",4217737,2020-05-24,"posNeg",112195,"A+"
"PA","Pennsylvania ",12801989,2020-05-24,"posNeg",396095,"A+"
"PR","Puerto Rico *",2933408,2020-05-24,"posNeg",3189,"B"
"RI","Rhode Island ",1059361,2020-05-24,"posNeg",132701,"A+"
"SC","South Carolina ",5148714,2020-05-24,"posNeg",163947,"A"
"SD","South Dakota *",884659,2020-05-24,"posNeg",34905,"B"
"TN","Tennessee *",6829174,2020-05-24,"posNeg",383576,"B"
"TX","Texas *",28995881,2020-05-24,"posNeg",763545,"B"
"UT","Utah *",3205958,2020-05-24,"posNeg",194433,"B"
"VA","Virginia ",8535519,2020-05-24,"posNeg",244085,"A+"
"VT","Vermont *",623989,2020-05-24,"posNeg",28590,"B"
"WA","Washington *",7614893,2020-05-24,"posNeg",316276,"B"
"WI","Wisconsin ",5822434,2020-05-24,"posNeg",201483,"A+"
"WV","West Virginia *",1792147,2020-05-24,"posNeg",85694,"B"
"AK","Alaska ",731545,2020-05-23,"posNeg",42351,"A"
"AL","Alabama *",4903185,2020-05-23,"posNeg",182676,"B"
"AR","Arkansas ",3017804,2020-05-23,"posNeg",103047,"A"
"AZ","Arizona ",7278717,2020-05-23,"posNeg",180439,"A+"
"CA","California *",39512223,2020-05-23,"posNeg",1515306,"B"
"CO","Colorado ",5758736,2020-05-23,"posNeg",144952,"A"
"CT","Connecticut *",3565287,2020-05-23,"posNeg",208367,"B"
"DC","District of Columbia ",705749,2020-05-23,"posNeg",51991,"A+"
"DE","Delaware ",973764,2020-05-23,"posNeg",50534,"A"
"FL","Florida ",21477737,2020-05-23,"posNeg",856437,"A"
"GA","Georgia ",10617423,2020-05-23,"posNeg",453537,"A"
"GU","Guam *",167772,2020-05-23,"posNeg",5359,"B"
"IA","Iowa ",3155070,2020-05-23,"posNeg",123941,"A+"
"ID","Idaho ",1787065,2020-05-23,"posNeg",40609,"A"
"IL","Illinois ",16980127,2020-05-23,"posNeg",722247,"A"
"IN","Indiana ",6732219,2020-05-23,"posNeg",214933,"A+"
"KS","Kansas ",2913314,2020-05-23,"posNeg",76434,"A"
"KY","Kentucky ",4467673,2020-05-23,"posNeg",171459,"A"
"LA","Louisiana *",4648794,2020-05-23,"posNeg",314447,"B"
"MA","Massachusetts ",6892503,2020-05-23,"posNeg",520986,"A+"
"MD","Maryland *",6045680,2020-05-23,"posNeg",232327,"B"
"ME","Maine *",1344212,2020-05-23,"posNeg",37463,"B"
"MI","Michigan ",9986857,2020-05-23,"posNeg",450918,"A+"
"MN","Minnesota ",5639632,2020-05-23,"posNeg",189493,"A"
"MO","Missouri *",6840439,2020-05-23,"posNeg",148304,"B"
"MS","Mississippi ",2976149,2020-05-23,"posNeg",134220,"A"
"NC","North Carolina ",10488084,2020-05-23,"posNeg",329582,"A"
"NH","New Hampshire *",1359711,2020-05-23,"posNeg",59539,"B"
"NJ","New Jersey ",8882190,2020-05-23,"posNeg",578735,"A+"
"NV","Nevada ",3080156,2020-05-23,"posNeg",107047,"A+"
"NY","New York ",19453561,2020-05-23,"posNeg",1652061,"A"
"OH","Ohio *",11689100,2020-05-23,"posNeg",316494,"B"
"OK","Oklahoma ",3956971,2020-05-23,"posNeg",160903,"A+"
"OR","Oregon ",4217737,2020-05-23,"posNeg",110207,"A+"
"PA","Pennsylvania ",12801989,2020-05-23,"posNeg",388452,"A+"
"PR","Puerto Rico *",2933408,2020-05-23,"posNeg",3100,"B"
"RI","Rhode Island ",1059361,2020-05-23,"posNeg",130132,"A+"
"SC","South Carolina ",5148714,2020-05-23,"posNeg",158910,"A"
"SD","South Dakota *",884659,2020-05-23,"posNeg",33528,"B"
"TN","Tennessee *",6829174,2020-05-23,"posNeg",373758,"B"
"TX","Texas *",28995881,2020-05-23,"posNeg",762706,"B"
"UT","Utah *",3205958,2020-05-23,"posNeg",190779,"B"
"VA","Virginia ",8535519,2020-05-23,"posNeg",232470,"A+"
"VT","Vermont *",623989,2020-05-23,"posNeg",27424,"B"
"WA","Washington *",7614893,2020-05-23,"posNeg",308358,"B"
"WI","Wisconsin ",5822434,2020-05-23,"posNeg",194206,"A+"
"WV","West Virginia *",1792147,2020-05-23,"posNeg",83744,"B"
"AK","Alaska ",731545,2020-05-22,"posNeg",41446,"A"
"AL","Alabama *",4903185,2020-05-22,"posNeg",177768,"B"
"AR","Arkansas ",3017804,2020-05-22,"posNeg",103047,"A"
"AZ","Arizona ",7278717,2020-05-22,"posNeg",176003,"A+"
"CA","California *",39512223,2020-05-22,"posNeg",1466773,"B"
"CO","Colorado ",5758736,2020-05-22,"posNeg",142225,"A"
"CT","Connecticut *",3565287,2020-05-22,"posNeg",202328,"B"
"DC","District of Columbia ",705749,2020-05-22,"posNeg",42993,"A+"
"DE","Delaware ",973764,2020-05-22,"posNeg",48986,"A"
"FL","Florida ",21477737,2020-05-22,"posNeg",835496,"A"
"GA","Georgia ",10617423,2020-05-22,"posNeg",427249,"A"
"GU","Guam *",167772,2020-05-22,"posNeg",5279,"B"
"IA","Iowa ",3155070,2020-05-22,"posNeg",120250,"A+"
"ID","Idaho ",1787065,2020-05-22,"posNeg",39595,"A"
"IL","Illinois ",16980127,2020-05-22,"posNeg",697133,"A"
"IN","Indiana ",6732219,2020-05-22,"posNeg",208561,"A+"
"KS","Kansas ",2913314,2020-05-22,"posNeg",76434,"A"
"KY","Kentucky ",4467673,2020-05-22,"posNeg",166240,"A"
"LA","Louisiana *",4648794,2020-05-22,"posNeg",311808,"B"
"MA","Massachusetts ",6892503,2020-05-22,"posNeg",511644,"A+"
"MD","Maryland *",6045680,2020-05-22,"posNeg",227902,"B"
"ME","Maine *",1344212,2020-05-22,"posNeg",37398,"B"
"MI","Michigan ",9986857,2020-05-22,"posNeg",471784,"A+"
"MN","Minnesota ",5639632,2020-05-22,"posNeg",180971,"A"
"MO","Missouri *",6840439,2020-05-22,"posNeg",172946,"B"
"MS","Mississippi ",2976149,2020-05-22,"posNeg",137973,"A"
"NC","North Carolina ",10488084,2020-05-22,"posNeg",303224,"A"
"NH","New Hampshire *",1359711,2020-05-22,"posNeg",55100,"B"
"NJ","New Jersey ",8882190,2020-05-22,"posNeg",555314,"A+"
"NV","Nevada ",3080156,2020-05-22,"posNeg",99941,"A+"
"NY","New York ",19453561,2020-05-22,"posNeg",1600793,"A"
"OH","Ohio *",11689100,2020-05-22,"posNeg",307800,"B"
"OK","Oklahoma ",3956971,2020-05-22,"posNeg",153167,"A+"
"OR","Oregon ",4217737,2020-05-22,"posNeg",107839,"A+"
"PA","Pennsylvania ",12801989,2020-05-22,"posNeg",379001,"A+"
"PR","Puerto Rico *",2933408,2020-05-22,"posNeg",3030,"B"
"RI","Rhode Island ",1059361,2020-05-22,"posNeg",127139,"A+"
"SC","South Carolina ",5148714,2020-05-22,"posNeg",150023,"A"
"SD","South Dakota *",884659,2020-05-22,"posNeg",32344,"B"
"TN","Tennessee *",6829174,2020-05-22,"posNeg",361016,"B"
"TX","Texas *",28995881,2020-05-22,"posNeg",741362,"B"
"UT","Utah *",3205958,2020-05-22,"posNeg",186834,"B"
"VA","Virginia ",8535519,2020-05-22,"posNeg",225175,"A+"
"VT","Vermont *",623989,2020-05-22,"posNeg",25733,"B"
"WA","Washington *",7614893,2020-05-22,"posNeg",302927,"B"
"WI","Wisconsin ",5822434,2020-05-22,"posNeg",187099,"A+"
"WV","West Virginia *",1792147,2020-05-22,"posNeg",84829,"B"
"AK","Alaska ",731545,2020-05-21,"posNeg",39545,"A"
"AL","Alabama *",4903185,2020-05-21,"posNeg",170739,"B"
"AR","Arkansas ",3017804,2020-05-21,"posNeg",99276,"A"
"AZ","Arizona ",7278717,2020-05-21,"posNeg",171627,"A+"
"CA","California *",39512223,2020-05-21,"posNeg",1421127,"B"
"CO","Colorado ",5758736,2020-05-21,"posNeg",135611,"A"
"CT","Connecticut *",3565287,2020-05-21,"posNeg",196447,"B"
"DC","District of Columbia ",705749,2020-05-21,"posNeg",41756,"A+"
"DE","Delaware ",973764,2020-05-21,"posNeg",47542,"A"
"FL","Florida ",21477737,2020-05-21,"posNeg",813929,"A"
"GA","Georgia ",10617423,2020-05-21,"posNeg",407731,"A"
"GU","Guam *",167772,2020-05-21,"posNeg",5064,"B"
"IA","Iowa ",3155070,2020-05-21,"posNeg",116565,"A+"
"ID","Idaho ",1787065,2020-05-21,"posNeg",38888,"A"
"IL","Illinois ",16980127,2020-05-21,"posNeg",672020,"A"
"IN","Indiana ",6732219,2020-05-21,"posNeg",202995,"A+"
"KS","Kansas ",2913314,2020-05-21,"posNeg",71203,"A"
"KY","Kentucky ",4467673,2020-05-21,"posNeg",158672,"A"
"LA","Louisiana *",4648794,2020-05-21,"posNeg",305381,"B"
"MA","Massachusetts ",6892503,2020-05-21,"posNeg",501486,"A+"
"MD","Maryland *",6045680,2020-05-21,"posNeg",220233,"B"
"ME","Maine *",1344212,2020-05-21,"posNeg",37327,"B"
"MI","Michigan ",9986857,2020-05-21,"posNeg",454740,"A+"
"MN","Minnesota ",5639632,2020-05-21,"posNeg",173556,"A"
"MO","Missouri *",6840439,2020-05-21,"posNeg",162092,"B"
"MS","Mississippi ",2976149,2020-05-21,"posNeg",125970,"A"
"NC","North Carolina ",10488084,2020-05-21,"posNeg",290645,"A"
"NH","New Hampshire *",1359711,2020-05-21,"posNeg",52830,"B"
"NJ","New Jersey ",8882190,2020-05-21,"posNeg",544274,"A+"
"NV","Nevada ",3080156,2020-05-21,"posNeg",94382,"A+"
"NY","New York ",19453561,2020-05-21,"posNeg",1555055,"A"
"OH","Ohio *",11689100,2020-05-21,"posNeg",299078,"B"
"OK","Oklahoma ",3956971,2020-05-21,"posNeg",149595,"A+"
"OR","Oregon ",4217737,2020-05-21,"posNeg",105224,"A+"
"PA","Pennsylvania ",12801989,2020-05-21,"posNeg",368906,"A+"
"PR","Puerto Rico *",2933408,2020-05-21,"posNeg",2913,"B"
"RI","Rhode Island ",1059361,2020-05-21,"posNeg",123367,"A+"
"SC","South Carolina ",5148714,2020-05-21,"posNeg",138238,"A"
"SD","South Dakota *",884659,2020-05-21,"posNeg",31301,"B"
"TN","Tennessee *",6829174,2020-05-21,"posNeg",360583,"B"
"TX","Texas *",28995881,2020-05-21,"posNeg",740181,"B"
"UT","Utah *",3205958,2020-05-21,"posNeg",182874,"B"
"VA","Virginia ",8535519,2020-05-21,"posNeg",218599,"A+"
"VT","Vermont *",623989,2020-05-21,"posNeg",25701,"B"
"WA","Washington *",7614893,2020-05-21,"posNeg",302858,"B"
"WI","Wisconsin ",5822434,2020-05-21,"posNeg",177123,"A+"
"WV","West Virginia *",1792147,2020-05-21,"posNeg",83141,"B"
"AK","Alaska ",731545,2020-05-20,"posNeg",37045,"A"
"AL","Alabama *",4903185,2020-05-20,"posNeg",164450,"B"
"AR","Arkansas ",3017804,2020-05-20,"posNeg",96258,"A"
"AZ","Arizona ",7278717,2020-05-20,"posNeg",165435,"A+"
"CA","California *",39512223,2020-05-20,"posNeg",1380120,"B"
"CO","Colorado ",5758736,2020-05-20,"posNeg",131837,"A"
"CT","Connecticut *",3565287,2020-05-20,"posNeg",190718,"B"
"DC","District of Columbia ",705749,2020-05-20,"posNeg",40419,"A+"
"DE","Delaware ",973764,2020-05-20,"posNeg",45412,"A"
"FL","Florida ",21477737,2020-05-20,"posNeg",771348,"A"
"GA","Georgia ",10617423,2020-05-20,"posNeg",402940,"A"
"GU","Guam *",167772,2020-05-20,"posNeg",4972,"B"
"IA","Iowa ",3155070,2020-05-20,"posNeg",110748,"A+"
"ID","Idaho ",1787065,2020-05-20,"posNeg",38567,"A"
"IL","Illinois ",16980127,2020-05-20,"posNeg",642713,"A"
"IN","Indiana ",6732219,2020-05-20,"posNeg",195738,"A+"
"KS","Kansas ",2913314,2020-05-20,"posNeg",71203,"A"
"KY","Kentucky ",4467673,2020-05-20,"posNeg",153986,"A"
"LA","Louisiana *",4648794,2020-05-20,"posNeg",285970,"B"
"MA","Massachusetts ",6892503,2020-05-20,"posNeg",489953,"A+"
"MD","Maryland *",6045680,2020-05-20,"posNeg",215330,"B"
"ME","Maine *",1344212,2020-05-20,"posNeg",37269,"B"
"MI","Michigan ",9986857,2020-05-20,"posNeg",437072,"A+"
"MN","Minnesota ",5639632,2020-05-20,"posNeg",167338,"A"
"MO","Missouri *",6840439,2020-05-20,"posNeg",161984,"B"
"MS","Mississippi ",2976149,2020-05-20,"posNeg",120680,"A"
"NC","North Carolina ",10488084,2020-05-20,"posNeg",277603,"A"
"NH","New Hampshire *",1359711,2020-05-20,"posNeg",50888,"B"
"NJ","New Jersey ",8882190,2020-05-20,"posNeg",531343,"A+"
"NV","Nevada ",3080156,2020-05-20,"posNeg",91171,"A+"
"NY","New York ",19453561,2020-05-20,"posNeg",1505836,"A"
"OH","Ohio *",11689100,2020-05-20,"posNeg",289528,"B"
"OK","Oklahoma ",3956971,2020-05-20,"posNeg",144371,"A+"
"OR","Oregon ",4217737,2020-05-20,"posNeg",102149,"A+"
"PA","Pennsylvania ",12801989,2020-05-20,"posNeg",349700,"A+"
"PR","Puerto Rico *",2933408,2020-05-20,"posNeg",2866,"B"
"RI","Rhode Island ",1059361,2020-05-20,"posNeg",120528,"A+"
"SC","South Carolina ",5148714,2020-05-20,"posNeg",135063,"A"
"SD","South Dakota *",884659,2020-05-20,"posNeg",30389,"B"
"TN","Tennessee *",6829174,2020-05-20,"posNeg",354013,"B"
"TX","Texas *",28995881,2020-05-20,"posNeg",720928,"B"
"UT","Utah *",3205958,2020-05-20,"posNeg",179664,"B"
"VA","Virginia ",8535519,2020-05-20,"posNeg",212626,"A+"
"VT","Vermont *",623989,2020-05-20,"posNeg",25058,"B"
"WA","Washington *",7614893,2020-05-20,"posNeg",302858,"B"
"WI","Wisconsin ",5822434,2020-05-20,"posNeg",167713,"A+"
"WV","West Virginia *",1792147,2020-05-20,"posNeg",80641,"B"
"AK","Alaska ",731545,2020-05-19,"posNeg",36380,"A"
"AL","Alabama *",4903185,2020-05-19,"posNeg",157566,"B"
"AR","Arkansas ",3017804,2020-05-19,"posNeg",93701,"A"
"AZ","Arizona ",7278717,2020-05-19,"posNeg",161571,"A+"
"CA","California *",39512223,2020-05-19,"posNeg",1339316,"B"
"CO","Colorado ",5758736,2020-05-19,"posNeg",131333,"A"
"CT","Connecticut *",3565287,2020-05-19,"posNeg",185520,"B"
"DC","District of Columbia ",705749,2020-05-19,"posNeg",39374,"A+"
"DE","Delaware ",973764,2020-05-19,"posNeg",44132,"A"
"FL","Florida ",21477737,2020-05-19,"posNeg",715855,"A"
"GA","Georgia ",10617423,2020-05-19,"posNeg",378156,"A"
"GU","Guam *",167772,2020-05-19,"posNeg",4827,"B"
"IA","Iowa ",3155070,2020-05-19,"posNeg",107648,"A+"
"ID","Idaho ",1787065,2020-05-19,"posNeg",38069,"A"
"IL","Illinois ",16980127,2020-05-19,"posNeg",621684,"A"
"IN","Indiana ",6732219,2020-05-19,"posNeg",189330,"A+"
"KS","Kansas ",2913314,2020-05-19,"posNeg",66990,"A"
"KY","Kentucky ",4467673,2020-05-19,"posNeg",153986,"A"
"LA","Louisiana *",4648794,2020-05-19,"posNeg",278073,"B"
"MA","Massachusetts ",6892503,2020-05-19,"posNeg",476940,"A+"
"MD","Maryland *",6045680,2020-05-19,"posNeg",208658,"B"
"ME","Maine *",1344212,2020-05-19,"posNeg",23833,"B"
"MI","Michigan ",9986857,2020-05-19,"posNeg",422904,"A+"
"MN","Minnesota ",5639632,2020-05-19,"posNeg",161835,"A"
"MO","Missouri *",6840439,2020-05-19,"posNeg",154110,"B"
"MS","Mississippi ",2976149,2020-05-19,"posNeg",117760,"A"
"NC","North Carolina ",10488084,2020-05-19,"posNeg",265008,"A"
"NH","New Hampshire *",1359711,2020-05-19,"posNeg",49474,"B"
"NJ","New Jersey ",8882190,2020-05-19,"posNeg",520182,"A+"
"NV","Nevada ",3080156,2020-05-19,"posNeg",87555,"A+"
"NY","New York ",19453561,2020-05-19,"posNeg",1467739,"A"
"OH","Ohio *",11689100,2020-05-19,"posNeg",277602,"B"
"OK","Oklahoma ",3956971,2020-05-19,"posNeg",139147,"A+"
"OR","Oregon ",4217737,2020-05-19,"posNeg",99720,"A+"
"PA","Pennsylvania ",12801989,2020-05-19,"posNeg",349700,"A+"
"PR","Puerto Rico *",2933408,2020-05-19,"posNeg",2805,"B"
"RI","Rhode Island ",1059361,2020-05-19,"posNeg",117246,"A+"
"SC","South Carolina ",5148714,2020-05-19,"posNeg",135063,"A"
"SD","South Dakota *",884659,2020-05-19,"posNeg",29709,"B"
"TN","Tennessee *",6829174,2020-05-19,"posNeg",346123,"B"
"TX","Texas *",28995881,2020-05-19,"posNeg",700146,"B"
"UT","Utah *",3205958,2020-05-19,"posNeg",174022,"B"
"VA","Virginia ",8535519,2020-05-19,"posNeg",202789,"A+"
"VT","Vermont *",623989,2020-05-19,"posNeg",25058,"B"
"WA","Washington *",7614893,2020-05-19,"posNeg",302284,"B"
"WI","Wisconsin ",5822434,2020-05-19,"posNeg",161122,"A+"
"WV","West Virginia *",1792147,2020-05-19,"posNeg",78301,"B"
"AK","Alaska ",731545,2020-05-18,"posNeg",35611,"A"
"AL","Alabama *",4903185,2020-05-18,"posNeg",157123,"B"
"AR","Arkansas ",3017804,2020-05-18,"posNeg",85239,"A"
"AZ","Arizona ",7278717,2020-05-18,"posNeg",156473,"A+"
"CA","California *",39512223,2020-05-18,"posNeg",1292672,"B"
"CO","Colorado ",5758736,2020-05-18,"posNeg",128495,"A"
"CT","Connecticut *",3565287,2020-05-18,"posNeg",177679,"B"
"DC","District of Columbia ",705749,2020-05-18,"posNeg",37825,"A+"
"DE","Delaware ",973764,2020-05-18,"posNeg",42458,"A"
"FL","Florida ",21477737,2020-05-18,"posNeg",676412,"A"
"GA","Georgia ",10617423,2020-05-18,"posNeg",364289,"A"
"GU","Guam *",167772,2020-05-18,"posNeg",4723,"B"
"IA","Iowa ",3155070,2020-05-18,"posNeg",103148,"A+"
"ID","Idaho ",1787065,2020-05-18,"posNeg",36672,"A"
"IL","Illinois ",16980127,2020-05-18,"posNeg",603241,"A"
"IN","Indiana ",6732219,2020-05-18,"posNeg",183912,"A+"
"KS","Kansas ",2913314,2020-05-18,"posNeg",66990,"A"
"KY","Kentucky ",4467673,2020-05-18,"posNeg",129685,"A"
"LA","Louisiana *",4648794,2020-05-18,"posNeg",269748,"B"
"MA","Massachusetts ",6892503,2020-05-18,"posNeg",460826,"A+"
"MD","Maryland *",6045680,2020-05-18,"posNeg",201506,"B"
"ME","Maine *",1344212,2020-05-18,"posNeg",23805,"B"
"MI","Michigan ",9986857,2020-05-18,"posNeg",410178,"A+"
"MN","Minnesota ",5639632,2020-05-18,"posNeg",156606,"A"
"MO","Missouri *",6840439,2020-05-18,"posNeg",151338,"B"
"MS","Mississippi ",2976149,2020-05-18,"posNeg",115767,"A"
"NC","North Carolina ",10488084,2020-05-18,"posNeg",255755,"A"
"NH","New Hampshire *",1359711,2020-05-18,"posNeg",44878,"B"
"NJ","New Jersey ",8882190,2020-05-18,"posNeg",505569,"A+"
"NV","Nevada ",3080156,2020-05-18,"posNeg",81832,"A+"
"NY","New York ",19453561,2020-05-18,"posNeg",1439557,"A"
"OH","Ohio *",11689100,2020-05-18,"posNeg",271849,"B"
"OK","Oklahoma ",3956971,2020-05-18,"posNeg",123560,"A+"
"OR","Oregon ",4217737,2020-05-18,"posNeg",97315,"A+"
"PA","Pennsylvania ",12801989,2020-05-18,"posNeg",340609,"A+"
"PR","Puerto Rico *",2933408,2020-05-18,"posNeg",2710,"B"
"RI","Rhode Island ",1059361,2020-05-18,"posNeg",115384,"A+"
"SC","South Carolina ",5148714,2020-05-18,"posNeg",131559,"A"
"SD","South Dakota *",884659,2020-05-18,"posNeg",29045,"B"
"TN","Tennessee *",6829174,2020-05-18,"posNeg",337428,"B"
"TX","Texas *",28995881,2020-05-18,"posNeg",679845,"B"
"UT","Utah *",3205958,2020-05-18,"posNeg",174022,"B"
"VA","Virginia ",8535519,2020-05-18,"posNeg",196226,"A+"
"VT","Vermont *",623989,2020-05-18,"posNeg",24491,"B"
"WA","Washington *",7614893,2020-05-18,"posNeg",299258,"B"
"WI","Wisconsin ",5822434,2020-05-18,"posNeg",157189,"A+"
"WV","West Virginia *",1792147,2020-05-18,"posNeg",76035,"B"
"AK","Alaska ",731545,2020-05-17,"posNeg",34651,"A"
"AL","Alabama *",4903185,2020-05-17,"posNeg",156350,"B"
"AR","Arkansas ",3017804,2020-05-17,"posNeg",85185,"A"
"AZ","Arizona ",7278717,2020-05-17,"posNeg",151761,"A+"
"CA","California *",39512223,2020-05-17,"posNeg",1235243,"B"
"CO","Colorado ",5758736,2020-05-17,"posNeg",125548,"A"
"CT","Connecticut *",3565287,2020-05-17,"posNeg",170607,"B"
"DC","District of Columbia ",705749,2020-05-17,"posNeg",36526,"A+"
"DE","Delaware ",973764,2020-05-17,"posNeg",40865,"A"
"FL","Florida ",21477737,2020-05-17,"posNeg",651792,"A"
"GA","Georgia ",10617423,2020-05-17,"posNeg",351175,"A"
"GU","Guam *",167772,2020-05-17,"posNeg",4604,"B"
"IA","Iowa ",3155070,2020-05-17,"posNeg",100241,"A+"
"ID","Idaho ",1787065,2020-05-17,"posNeg",36672,"A"
"IL","Illinois ",16980127,2020-05-17,"posNeg",581944,"A"
"IN","Indiana ",6732219,2020-05-17,"posNeg",177243,"A+"
"KS","Kansas ",2913314,2020-05-17,"posNeg",61592,"A"
"KY","Kentucky ",4467673,2020-05-17,"posNeg",129685,"A"
"LA","Louisiana *",4648794,2020-05-17,"posNeg",265170,"B"
"MA","Massachusetts ",6892503,2020-05-17,"posNeg",460826,"A+"
"MD","Maryland *",6045680,2020-05-17,"posNeg",194926,"B"
"ME","Maine *",1344212,2020-05-17,"posNeg",23779,"B"
"MI","Michigan ",9986857,2020-05-17,"posNeg",396958,"A+"
"MN","Minnesota ",5639632,2020-05-17,"posNeg",150585,"A"
"MO","Missouri *",6840439,2020-05-17,"posNeg",146255,"B"
"MS","Mississippi ",2976149,2020-05-17,"posNeg",113126,"A"
"NC","North Carolina ",10488084,2020-05-17,"posNeg",248944,"A"
"NH","New Hampshire *",1359711,2020-05-17,"posNeg",44752,"B"
"NJ","New Jersey ",8882190,2020-05-17,"posNeg",487565,"A+"
"NV","Nevada ",3080156,2020-05-17,"posNeg",80637,"A+"
"NY","New York ",19453561,2020-05-17,"posNeg",1413396,"A"
"OH","Ohio *",11689100,2020-05-17,"posNeg",264462,"B"
"OK","Oklahoma ",3956971,2020-05-17,"posNeg",123472,"A+"
"OR","Oregon ",4217737,2020-05-17,"posNeg",94356,"A+"
"PA","Pennsylvania ",12801989,2020-05-17,"posNeg",332904,"A+"
